WKT,direccion,barrio,comuna,materiales,mas_info
POINT (-58.4664148152992 -34.6198425680279),PAEZ 2395,FLORES,7,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4688772323981 -34.6207244109342),PAEZ 2567,FLORES,7,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.469514494148 -34.6209220743077),PAEZ 2607,FLORES,7,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4725371351606 -34.6219388865137),PAEZ 2836,FLORES,7,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4756197177538 -34.622787511335),PAEZ 3040,FLORES,7,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.3628623730426 -34.6346459629979),PALOS 378,BOCA,4,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.3619289353771 -34.6361593982178),PALOS 560,BOCA,4,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.361351138255 -34.6371271683388),PALOS 690,BOCA,4,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4141612056144 -34.592631996497),PARAGUAY 3474,PALERMO,14,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4163134512055 -34.5909186597652),PARAGUAY 3730,PALERMO,14,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4865418382357 -34.6386760898572),OLIVERA AV. 276,VELEZ SARSFIELD,10,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4297794346769 -34.5802835478458),PARAGUAY 5083,PALERMO,14,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4316739117002 -34.5788007441619),PARAGUAY 5275,PALERMO,14,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4328400521569 -34.5778913203452),PARAGUAY 5399,PALERMO,14,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4334182425246 -34.5774352354867),PARAGUAY 5441,PALERMO,14,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.399907804071 -34.637309123159),PATAGONES 2694,PARQUE PATRICIOS,4,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4023245492308 -34.6377769496887),PATAGONES 2832,PARQUE PATRICIOS,4,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.507664811229 -34.6411660654176),PATRON 5562,VILLA LURO,10,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5108773154104 -34.6440674759061),PATRON 5990,LINIERS,9,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5135546900282 -34.6464432735739),PATRON 6218,LINIERS,9,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5156628606195 -34.6483245016583),PATRON 6550,LINIERS,9,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5181159307831 -34.6505224012922),PATRON 6896,LINIERS,9,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.519668559359 -34.6519182686748),PATRON 7090,LINIERS,9,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5214697471705 -34.6535446860022),PATRON 7310,LINIERS,9,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5225901488308 -34.6545584463838),PATRON 7442,LINIERS,9,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.3920468001465 -34.6264617640345),PAVON 1880,SAN CRISTOBAL,3,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.3938131222109 -34.6266568600187),PAVON 2042,SAN CRISTOBAL,3,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.3962981722246 -34.626900283335),PAVON 2250,SAN CRISTOBAL,3,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.3995068118239 -34.6273031277815),PAVON 2432,SAN CRISTOBAL,3,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4018057777004 -34.6275617120249),PAVON 2626,SAN CRISTOBAL,3,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4063218792542 -34.6281266941553),PAVON 2978,SAN CRISTOBAL,3,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4094391679443 -34.628647947924),PAVON 3168,SAN CRISTOBAL,3,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.411488233421 -34.6291774159143),PAVON 3284,SAN CRISTOBAL,3,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4361671356505 -34.6559932894771),PEDERNERA 2787,VILLA SOLDATI,8,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4348044021194 -34.6573299408225),PEDERNERA 2951,VILLA SOLDATI,8,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4320411273003 -34.6599896898767),PEDERNERA 3378,VILLA SOLDATI,8,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4301473446383 -34.662139174779),PEDERNERA 3574,VILLA SOLDATI,8,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4092981566724 -34.6423314185798),PEPIRI 365,PARQUE PATRICIOS,4,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4712330682583 -34.6397799375379),PERGAMINO 659,PARQUE AVELLANEDA,9,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4676018792802 -34.6441562057986),PERGAMINO 1105,PARQUE AVELLANEDA,9,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4464058095201 -34.6610256967048),PERGAMINO 3010,VILLA SOLDATI,8,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4424601081165 -34.6641518413488),PERGAMINO 3394,VILLA SOLDATI,8,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.442123441446 -34.6644215131305),PERGAMINO 3408,VILLA SOLDATI,8,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4407972310618 -34.6654759905122),PERGAMINO 3554,VILLA SOLDATI,8,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4719235423032 -34.690210542842),PIEDRA BUENA AV. 5193,VILLA RIACHUELO,8,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4680450298366 -34.6931465220536),PIEDRA BUENA AV. 5513,VILLA RIACHUELO,8,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.3732873888285 -34.6299253902938),PIEDRAS 1844,BARRACAS,4,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.3722362399294 -34.6305485878717),PIEDRAS 1954,BARRACAS,4,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.5122091722499 -34.6449131589008),PIERES 487,LINIERS,9,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5102835791241 -34.6463946283261),PIERES 653,LINIERS,9,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5068983434099 -34.6490720755729),PIERES 953,MATADEROS,9,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.3725597294857 -34.6368196190855),PINZON 1495,BARRACAS,4,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4198897653528 -34.6439114036997),PIROVANO 339,NUEVA POMPEYA,4,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5098315341052 -34.650951431262),PIZARRO 6360,MATADEROS,9,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.5116058285954 -34.6526576131034),PIZARRO 6604,MATADEROS,9,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.5124974931494 -34.653515722751),PIZARRO 6752,MATADEROS,9,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.5138851219447 -34.6548576411039),PIZARRO 6954,MATADEROS,9,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4501850119947 -34.5933145880741),RODNEY 42,CHACARITA,15,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5164816936942 -34.6572727509226),PIZARRO 7315,MATADEROS,9,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.5177731659042 -34.6584293136301),PIZARRO 7467,MATADEROS,9,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.5194884219643 -34.6600964523558),PIZARRO 7680,MATADEROS,9,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4491369215768 -34.611977816181),PLANES 1119,CABALLITO,6,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4527219879718 -34.6134344416095),PLANES 1327,CABALLITO,6,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5109058210659 -34.6418042424915),POLA 289,LINIERS,9,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4494300716117 -34.6048922530269),ROJAS 1466,VILLA CRESPO,15,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4512285331977 -34.6029326805158),ROJAS 1660,VILLA CRESPO,15,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4527752937555 -34.6012447516254),ROJAS 1866,VILLA CRESPO,15,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4548216379945 -34.5990157801262),ROJAS 2190,VILLA CRESPO,15,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.508850388698 -34.6433704314997),POLA 459,LINIERS,9,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5068981356808 -34.644851457096),POLA 621,LINIERS,9,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5045881690341 -34.6466617655958),POLA 849,LINIERS,9,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5027625567829 -34.6481158611073),POLA 1009,MATADEROS,9,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4877292348503 -34.6598244231127),POLA 2345,MATADEROS,9,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4477487847605 -34.5857020940347),ROSETI 216,CHACARITA,15,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4511095491189 -34.5841980420888),ROSETI 524,CHACARITA,15,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4557159231221 -34.582404631573),ROSETI 925,CHACARITA,15,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4589262565008 -34.5818294330341),ROSETI 1145,CHACARITA,15,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4838634568603 -34.6628346755375),POLA 2697,VILLA LUGANO,8,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4822880396203 -34.664065538078),POLA 2817,VILLA LUGANO,8,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4802950727874 -34.6656177420129),POLA 2963,VILLA LUGANO,8,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4731980294304 -34.6710615246335),POLA 3592,VILLA LUGANO,8,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4463943522918 -34.6595338301599),PORTELA 2807,VILLA SOLDATI,8,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4433786295576 -34.6619424236502),PORTELA 3109,VILLA SOLDATI,8,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4410933394409 -34.6637627537798),PORTELA 3325,VILLA SOLDATI,8,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4402613585307 -34.6644249626747),PORTELA 3405,VILLA SOLDATI,8,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4227083181634 -34.6072203607351),POTOSI 3993,ALMAGRO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4237313425607 -34.6072195940708),POTOSI 4025,ALMAGRO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4459678870976 -34.6333794776511),PRIMERA JUNTA 1439,PARQUE CHACABUCO,7,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4532516984285 -34.6357860518151),PRIMERA JUNTA 2050,FLORES,7,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.455276339342 -34.6364328916486),PRIMERA JUNTA 2282,FLORES,7,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4556485039303 -34.6366542417802),PRIMERA JUNTA 2308,FLORES,7,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4573604527759 -34.6383662085482),PRIMERA JUNTA 2442,FLORES,7,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4589854653941 -34.6399044305354),PRIMERA JUNTA 2670,FLORES,7,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4606928058098 -34.6411108955057),PRIMERA JUNTA 2980,FLORES,7,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4628464564256 -34.6425974988034),PRIMERA JUNTA 3230,FLORES,7,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4653433724587 -34.6441925661101),PRIMERA JUNTA 3492,FLORES,7,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4819922908267 -34.658018086052),PRIMERA JUNTA 5126,MATADEROS,9,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4855397346985 -34.6611484416629),PRIMERA JUNTA 5579,MATADEROS,9,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4509764266991 -34.6356944429287),PUMACAHUA 854,PARQUE CHACABUCO,7,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4173528149992 -34.6467687690683),QUILMES 644,NUEVA POMPEYA,4,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4652898183945 -34.6035253540377),SAN BLAS 1637,VILLA GRAL. MITRE,11,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4680203854156 -34.6046979897011),SAN BLAS 1825,VILLA GRAL. MITRE,11,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4712126289432 -34.6060649229265),SAN BLAS 2065,VILLA GRAL. MITRE,11,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4720609759266 -34.6065031667476),SAN BLAS 2135,VILLA GRAL. MITRE,11,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4747056137825 -34.6078158089549),SAN BLAS 2363,VILLA GRAL. MITRE,11,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4780329036584 -34.6095853979904),SAN BLAS 2631,VILLA GRAL. MITRE,11,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4807782523469 -34.6110330591051),SAN BLAS 2851,VILLA SANTA RITA,11,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4832782664988 -34.612433333198),SAN BLAS 3046,VILLA SANTA RITA,11,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4857036418118 -34.6136013337936),SAN BLAS 3227,VILLA SANTA RITA,11,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4882668324127 -34.6150758944445),SAN BLAS 3458,VILLA SANTA RITA,11,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4914264457787 -34.6175256667737),SAN BLAS 3796,VILLA SANTA RITA,11,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4761311957857 -34.635065482398),RAFAELA 3534,FLORESTA,10,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4782335547489 -34.6354556183283),RAFAELA 3723,FLORESTA,10,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4852244930257 -34.6373859151318),RAFAELA 4151,VELEZ SARSFIELD,10,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4872733635793 -34.6379007629154),RAFAELA 4319,VELEZ SARSFIELD,10,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4907207047738 -34.6387568675885),RAFAELA 4541,VELEZ SARSFIELD,10,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4921571273369 -34.6389738595783),RAFAELA 4629,VILLA LURO,10,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4947372579698 -34.6393983307764),RAFAELA 4806,VILLA LURO,10,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4987932536987 -34.6398760458671),RAFAELA 5095,VILLA LURO,10,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4166932383115 -34.640805159102),RAULET 121,NUEVA POMPEYA,4,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.480165104886 -34.5991597986807),SAN MARTIN AV. 4134,VILLA DEL PARQUE,11,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4823448438269 -34.5982896821298),SAN MARTIN AV. 4404,VILLA DEL PARQUE,11,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4880409933523 -34.5975015705542),SAN MARTIN AV. 4962,VILLA DEL PARQUE,11,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5050854092309 -34.5940076047422),SAN MARTIN AV. 6396,VILLA DEVOTO,11,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.5088414624466 -34.592390816799),SAN MARTIN AV. 6707,VILLA DEVOTO,11,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.5126813198454 -34.5910984090054),SAN MARTIN AV. 7001,VILLA DEVOTO,11,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.5149294472023 -34.5904196351035),SAN MARTIN AV. 7187,VILLA DEVOTO,11,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4882045238877 -34.6190030934638),SAN NICOLAS 1465,VILLA SANTA RITA,11,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5132126611701 -34.5922813501281),SAN NICOLAS 4773,VILLA DEVOTO,11,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4687959016384 -34.6482863172714),LAGUNA 1500,PARQUE AVELLANEDA,9,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5192363600683 -34.5974516005945),SANABRIA 4653,VILLA DEVOTO,11,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.3705512676932 -34.6315587173227),REGIMIENTO DE PATRICIOS AV. 187,BARRACAS,4,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.369965409568 -34.6359940366619),REGIMIENTO DE PATRICIOS AV. 643,BARRACAS,4,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.3697292695583 -34.6375154779313),REGIMIENTO DE PATRICIOS AV. 807,BARRACAS,4,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4921234004157 -34.6548123686618),REMEDIOS 5397,MATADEROS,9,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4935482340243 -34.6562554368215),REMEDIOS 5596,MATADEROS,9,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4163194545646 -34.5842236334091),REPUBLICA ARABE SIRIA 2555,PALERMO,14,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4145878331077 -34.5822346575365),REPUBLICA ARABE SIRIA 2827,PALERMO,14,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4117795335669 -34.5781631854599),REPUBLICA ARABE SIRIA 3285,PALERMO,14,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.3943252922989 -34.6150826946742),REPUBLICA BOLIVARIANA DE VENEZUELA 1981,BALVANERA,3,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.3970317586536 -34.6152723236176),REPUBLICA BOLIVARIANA DE VENEZUELA 2155,BALVANERA,3,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4015165400838 -34.6154570159894),REPUBLICA BOLIVARIANA DE VENEZUELA 2413,BALVANERA,3,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4061181444561 -34.6161217521544),REPUBLICA BOLIVARIANA DE VENEZUELA 2815,BALVANERA,3,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4091278474291 -34.6165504803098),REPUBLICA BOLIVARIANA DE VENEZUELA 3083,BALVANERA,3,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4124949238289 -34.6165838599268),REPUBLICA BOLIVARIANA DE VENEZUELA 3287,BALVANERA,3,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4141535986396 -34.5774105850082),REPUBLICA DE LA INDIA 3073,PALERMO,14,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4135415084445 -34.5764767952248),REPUBLICA DE LA INDIA 3155,PALERMO,14,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.475877605496 -34.6779472931679),RIESTRA AV. 5796,VILLA LUGANO,8,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.3784307935139 -34.650575587405),RIO CUARTO 2246,BARRACAS,4,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.3851818539467 -34.6522505649627),RIO CUARTO 2808,BARRACAS,4,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.3948338076661 -34.6528064450631),RIO CUARTO 3358,BARRACAS,4,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4111926660684 -34.6565072212696),RIO CUARTO 4454,NUEVA POMPEYA,4,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4817265111385 -34.6016430140902),SANTO TOME 2481,VILLA DEL PARQUE,11,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4852233895315 -34.6036850860042),SANTO TOME 2765,VILLA DEL PARQUE,11,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.487856242618 -34.605219153325),SANTO TOME 2991,VILLA DEL PARQUE,11,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.49027563069 -34.6066238882841),SANTO TOME 3165,VILLA DEL PARQUE,11,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4923938175069 -34.6078464935259),SANTO TOME 3327,VILLA DEL PARQUE,11,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.3938304872343 -34.6092459149291),RIVADAVIA AV. 1923,BALVANERA,3,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.3968736005747 -34.6094608200317),RIVADAVIA AV. 2153,BALVANERA,3,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.400102986703 -34.6097122486259),RIVADAVIA AV. 2379,BALVANERA,3,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4020464915392 -34.6098227032138),RIVADAVIA AV. 2515,BALVANERA,3,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4041776469774 -34.6099390213516),RIVADAVIA AV. 2675,BALVANERA,3,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4140082207385 -34.6106238004085),RIVADAVIA AV. 3375,BALVANERA,3,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.430431568535 -34.6155346443533),RIVADAVIA AV. 4621,CABALLITO,6,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4380779986305 -34.6189286430286),RIVADAVIA AV. 5129,CABALLITO,6,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4406803545215 -34.6200865057804),RIVADAVIA AV. 5335,CABALLITO,6,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4445888904512 -34.6217697648277),RIVADAVIA AV. 5611,CABALLITO,6,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4467509502813 -34.6226599394514),RIVADAVIA AV. 5779,CABALLITO,6,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4517884972549 -34.6246642998531),RIVADAVIA AV. 6095,CABALLITO,6,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4577424728114 -34.6270034845001),RIVADAVIA AV. 6491,FLORES,7,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
