ID,OBJETO_OBRA,CANTIDAD_OBJETOS,MATERIAL,DENOMINACION_SIMBOLIZA,AUTORES,UBICACION,OBSERVACIONES,DIRECCION_NORMALIZADA,CALLE,ALTURA,BARRIO,COMUNA,CODIGA_POSTAL,CODIGO_POSTAL_ARGENTINO,LATITUD,LONGITUD,,,,,,,
768,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE.A EMILIO ZOLA,,PLAZA FRANCIA,PLAZA FRANCIA,DEL LIBERTADOR AV. 1400,DEL LIBERTADOR AV.,1400,RECOLETA,COMUNA 2,1112,C1112ABQ,-34.58475991,-58.39170453,,,,,,,
769,MASTIL,1,HIERRO Y MAMPOSTERIA,HOMENAJE A LA BANDERA,D.A.O.M.,PLAZA FRANCISCO SICARDI,PLAZA FRANCISCO SICARDI,LAFERRERE, GREGORIO DE 2513,LAFERRERE, GREGORIO DE,2513,FLORES,COMUNA 7,1406,C1406HFC,-34.63723394,-58.46022977,,,,,
772,BUSTO,1,MARMOL,EMILIO V. BUNGE,JUAREZ, HORACIO,PALACIO MUNICIPAL,PALACIO MUNICIPAL,BOLIVAR 1,BOLIVAR,1,MONSERRAT,COMUNA 1,1066,C1066AAA,-34.60820168,-58.37357335,,,,,,
774,MONUMENTO,1,BRONCE Y GRANITO,JORGE WASHINGTON,KEK, CHARLES,PZTA GRAL JOSE ANTONIO PAEZ,PZTA GRAL JOSE ANTONIO PAEZ,ISABEL, INFANTA AV. 410,ISABEL, INFANTA AV.,410,PALERMO,COMUNA 14,1425,C1425CHA,-34.57099207,-58.42138766,,,,
775,MONUMENTO,1,HORMIGON Y ACERO,HOMENAJE A LA DEMOCRACIA,KOSICE, GYULA,PZTA PROVINCIA DE TUCUMAN,PZTA PROVINCIA DE TUCUMAN,CERRITO Y SANTA FE AV.,CERRITO,,RETIRO,COMUNA 1,,,-34.59546241,-58.38272426,,,,,,
779,MONUMENTO,1,PIEDRA Y BRONCE,HOMENAJE A LOS DOS CONGRESOS,LAGAE, JULIO Y . ARQ . D HU,SOLIS 59,SOLIS 59,SOLIS Y YRIGOYEN, HIPOLITO AV.,SOLIS,,MONSERRAT,COMUNA 1,,,-34.61017307,-58.39042332,,,,,
784,BUSTO,1,MARMOL,FRANCISCO SEEBER,LAGOS, ALBERTO,PALACIO MUNICIPAL,PALACIO MUNICIPAL,BOLIVAR 1,BOLIVAR,1,MONSERRAT,COMUNA 1,1066,C1066AAA,-34.60820168,-58.37357335,,,,,,
785,BUSTO,1,BRONCE,CARLOS THAYS,LAGOS, ALBERTO,JARDIN BOTANICO,JARDIN BOTANICO,SANTA FE AV. 3951,SANTA FE AV.,3951,PALERMO,COMUNA 14,1425,C1425BHB,-34.58373108,-58.41788399,,,,,,
796,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE.FUERZA AEREA ARGENTINA,,PLAZA FUERZA AEREA ARGENTINA,PLAZA FUERZA AEREA ARGENTINA,SAN MARTINN 1212,SAN MARTINN,1212,RETIRO,COMUNA 1,1104,C1104AKD,-34.59296256,-58.37319171,,,,,,,
797,MONUMENTO,1,BRONCE,GRANITO Y MARMOL,GENERAL BARTOLOME MITRE,CALANDRA,D-RUBINO,E,PLAZA GENERAL BARTOLOME MITRE,PLAZA GENERAL BARTOLOME MITRE,,,,,,,,,,,,,
798,PLACA,1,BRONCE,HJE.A BARTOLOME MITRE,,PLAZA GENERAL BARTOLOME MITRE,PLAZA GENERAL BARTOLOME MITRE,,,,,,,,,,,,,,,,
799,BLOQUE,1,PIEDRA,HJE.AL GENERAL MANUEL BELGRANO,D.A.O.M.,PLAZA GENERAL BELGRANO,PLAZA GENERAL BELGRANO,VUELTA DE OBLIGADO 2000,VUELTA DE OBLIGADO,2000,BELGRANO,COMUNA 13,1428,C1428ADD,-34.56248844,-58.45483961,,,,,,,
800,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE.AL CENTENARIO DE BELGRANO,D.G.O.M.,PLAZA GENERAL BELGRANO,PLAZA GENERAL BELGRANO,VUELTA DE OBLIGADO 2000,VUELTA DE OBLIGADO,2000,BELGRANO,COMUNA 13,1428,C1428ADD,-34.56248844,-58.45483961,,,,,,,
805,MONUMENTO,1,BRONCE Y GRANITO,GENERAL MANUEL BELGRANO,ROCHA, HECTOR,PLAZA GENERAL BELGRANO,PLAZA GENERAL BELGRANO,VUELTA DE OBLIGADO 2000,VUELTA DE OBLIGADO,2000,BELGRANO,COMUNA 13,1428,C1428ADD,-34.56248844,-58.45483961,,,,,,
807,BUSTO,1,BRONCE,DR. G. ARANGUREN,LEONE, JUAN BAUTISTA,HOSPITAL MUNICIPAL ALVEAR,HOSPITAL MUNICIPAL ALVEAR,WARNES AV. 2630,WARNES AV.,2630,PATERNAL,COMUNA 15,1427,C1427DPS,-34.59712131,-58.47588876,,,,,,
808,PLACA,1,BRONCE,HOMENAJE,,PLAZA GENERAL BELGRANO,PLAZA GENERAL BELGRANO,VUELTA DE OBLIGADO 2000,VUELTA DE OBLIGADO,2000,BELGRANO,COMUNA 13,1428,C1428ADD,-34.56248844,-58.45483961,,,,,,,
809,PLACA,1,BRONCE,HJE.AL GENERAL MANUEL BELGRANO,,PLAZA GENERAL BELGRANO,PLAZA GENERAL BELGRANO,VUELTA DE OBLIGADO 2000,VUELTA DE OBLIGADO,2000,BELGRANO,COMUNA 13,1428,C1428ADD,-34.56248844,-58.45483961,,,,,,,
818,JARRON,5,HIERRO FUNDIDO,MOTIVOS DECORATIVOS,,PLAZA GENERAL BELGRANO,PLAZA GENERAL BELGRANO,VUELTA DE OBLIGADO 2000,VUELTA DE OBLIGADO,2000,BELGRANO,COMUNA 13,1428,C1428ADD,-34.56248844,-58.45483961,,,,,,,
820,GRUPO ESCULTORICO,1,CEMENTO PATINADO,NI?O Y DELFIN,M.O.A.,PARQUE BRIG GRAL C DE SAAVEDRA,PARQUE BRIG GRAL C DE SAAVEDRA,SUPERI 4204,SUPERI,4204,SAAVEDRA,COMUNA 12,1430,C1430FGD,-34.54931968,-58.48170475,,,,,,,
825,JARRON,3,CEMENTO PATINADO,MOTIVOS DECORATIVOS,M.O.A.,PARQUE BRIG GRAL C DE SAAVEDRA,PARQUE BRIG GRAL C DE SAAVEDRA,SUPERI 4204,SUPERI,4204,SAAVEDRA,COMUNA 12,1430,C1430FGD,-34.54931968,-58.48170475,,,,,,,
829,JARRON,8,CEMENTO PATINADO,MOTIVO DECORARIVO,M.O.A.,PALACIO MUNICIPAL,PALACIO MUNICIPAL,BOLIVAR 1,BOLIVAR,1,MONSERRAT,COMUNA 1,1066,C1066AAA,-34.60820168,-58.37357335,,,,,,,
831,BASE,1,MAMPOSTERIA,SUSTENTACION DE OBRA 179,M.O.A.,PZTA EL RESERO,PZTA EL RESERO,DE LOS CORRALES AV. 6536,DE LOS CORRALES AV.,6536,MATADEROS,COMUNA 9,1440,C1440BBO,-34.66293657,-58.50040368,,,,,,,
832,BASE ARTISTICA,1,MAMPOSTERIA,MOTIVO DECORATIVO,M.O.A.,AVDAS PERITO MORENO Y CRUZ,AVDAS PERITO MORENO Y CRUZ,MORENO, PERITO AV. Y FERNANDEZ DE LA CRUZ, F., GRAL. AV.,MORENO, PERITO AV.,,FLORES,COMUNA 7,,,-34.65033464,-58.43098548,,,
833,BUSTO,1,CEMENTO PATINADO,GRL. JOSE DE SAN MARTINN,M.O.A.,AUTODROMO MUNICIPAL,AUTODROMO MUNICIPAL,ROCA, CNEL. AV. Y PAZ, GRAL. AV.,ROCA, CNEL. AV.,,VILLA RIACHUELO,COMUNA 8,,,-34.69800182,-58.4698263,,,,
835,BUSTO,1,CEMENTO PATINADO,GRL. JOSE DE SAN MARTINN,M.O.A.,BARRIO CORONEL DORREGO,BARRIO CORONEL DORREGO,MONTE 6632,MONTE,6632,MATADEROS,COMUNA 9,1440,C1440BMD,-34.66764335,-58.49590879,,,,,,,
836,JARRON,1,CEMENTO PATINADO,MOTIVO DECORATIVO,M.O.A.,BARRIO CORONEL DORREGO,BARRIO CORONEL DORREGO,MONTE 6632,MONTE,6632,MATADEROS,COMUNA 9,1440,C1440BMD,-34.66764335,-58.49590879,,,,,,,
837,JARRON,1,CEMENTO PATINADO,MOTIVO DECORATIVO,M.O.A.,BARRIO CORONEL DORREGO,BARRIO CORONEL DORREGO,MONTE 6632,MONTE,6632,MATADEROS,COMUNA 9,1440,C1440BMD,-34.66764335,-58.49590879,,,,,,,
838,MASTIL,1,MAMPOSTERIA Y BRONCE,HJE. A LA BANDERA,PERLOTI, LUIS,PLAZA GRAL JUAN M DE PUEYRREDON,PLAZA GRAL JUAN M DE PUEYRREDON,YERBAL 2450,YERBAL,2450,FLORES,COMUNA 7,1406,C1406GKD,-34.62795955,-58.46419499,,,,,,
839,JARRON,1,CEMENTO PATINADO,MOTIVO DECORATIVO,M.O.A.,AV A ARGENTINA Y SOMELLERA,AV A ARGENTINA Y SOMELLERA,ARGENTINA AV. Y SOMELLERA,ARGENTINA AV.,,VILLA LUGANO,COMUNA 8,,,-34.67239565,-58.4722583,,,,,,,
840,JARRON,1,CEMENTO PATINADO,MOTIVO DECORATIVO,M.O.A.,PZTA MANUEL MUJICA LAINEZ,PZTA MANUEL MUJICA LAINEZ,LOPEZ, VICENTE Y JUNIN,LOPEZ, VICENTE,,RECOLETA,COMUNA 2,,,-34.58921468,-58.39299596,,,,,
843,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE. A JOSE HERNANDEZ,,PLAZA GRAL JUAN M DE PUEYRREDON,PLAZA GRAL JUAN M DE PUEYRREDON,YERBAL 2450,YERBAL,2450,FLORES,COMUNA 7,1406,C1406GKD,-34.62795955,-58.46419499,,,,,,,
845,ESTATUA Y BASE,1,GRANITO Y MAMPOSTERIA,LAS TRES GRACIAS,BALIETTI, ALBERTO,PLAZA GRAL JUAN M DE PUEYRREDON,PLAZA GRAL JUAN M DE PUEYRREDON,YERBAL 2450,YERBAL,2450,FLORES,COMUNA 7,1406,C1406GKD,-34.62795955,-58.46419499,,,,,,
846,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE. AL 100 ANIV. BARRIO FLORES,D.G.O.M,PLAZA GRAL JUAN M DE PUEYRREDON,PLAZA GRAL JUAN M DE PUEYRREDON,YERBAL 2450,YERBAL,2450,FLORES,COMUNA 7,1406,C1406GKD,-34.62795955,-58.46419499,,,,,,,
847,BUSTO,1,CEMENTO PATINADO,GRL. JOSE DE SAN MARTINN,M.O.A.,PARQUE BALNEARIO SUR,PARQUE BALNEARIO SUR,PAZ, GRAL. AV. 16802,PAZ, GRAL. AV.,16802,VILLA RIACHUELO,COMUNA 8,1439,C1439HNO,-34.69801445,-58.46981073,,,,,
848,BUSTO,1,CEMENTO PATINADO,GRL. JOSE DE SAN MARTINN,M.O.A.,EDIFICIO DEL PLATA,EDIFICIO DEL PLATA,MADERO, EDUARDO AV. Y PERON, JUAN DOMINGO, TTE. GENERAL,MADERO, EDUARDO AV.,,SAN NICOLAS,COMUNA 1,,,-34.60516952,-58.36792895,,,
849,BUSTO,1,CEMENTO PATINADO,GRL. JOSE DE SAN MARTINN,M.O.A.,EDIFICIO DEL PLATA,EDIFICIO DEL PLATA,MADERO, EDUARDO AV. Y PERON, JUAN DOMINGO, TTE. GENERAL,MADERO, EDUARDO AV.,,SAN NICOLAS,COMUNA 1,,,-34.60516952,-58.36792895,,,
851,BUSTO,1,CEMENTO PATINADO,GRL. SAN MARTINN,M.O.A.,HOGAR DE ANCIANOS GRAL SAN MARTIN,HOGAR DE ANCIANOS GRAL SAN MARTIN,WARNES AV. 2650,WARNES AV.,2650,PATERNAL,COMUNA 15,1427,C1427DPS,-34.59712587,-58.47609189,,,,,,,
853,CENTRO DE FUENTE,1,CEMENTO PATINADO,MOTIVO DECORATIVO,M.O.A.,PARQUE CHACABUCO,PARQUE CHACABUCO,PERON, EVA AV. 1410,PERON, EVA AV.,1410,PARQUE CHACABUCO,COMUNA 7,1406,C1406HMP,-34.63290276,-58.44476252,,,,,
854,CENTRO DE FUENTE,1,CEMENTO PATINADO,MOTIVO DECORATIVO,M.O.A.,HOGAR DE ANCIANOS GRAL SAN MARTIN,HOGAR DE ANCIANOS GRAL SAN MARTIN,WARNES AV. 2650,WARNES AV.,2650,PATERNAL,COMUNA 15,1427,C1427DPS,-34.59712587,-58.47609189,,,,,,,
855,CENTRO DE FUENTE,1,CEMENTO PATINADO,MOTIVO DECORATIVO,M.O.A.,HOGAR DE ANCIANOS GRAL SAN MARTIN,HOGAR DE ANCIANOS GRAL SAN MARTIN,WARNES AV. 2650,WARNES AV.,2650,PATERNAL,COMUNA 15,1427,C1427DPS,-34.59712587,-58.47609189,,,,,,,
856,FUENTE,1,MAMPOSTERIA,MOTIVO DECORATIVO,M.O.A.,BIBLIOTECA JOAQUIN V GONZALEZ,BIBLIOTECA JOAQUIN V GONZALEZ,BROWN, ALTE. AV. 1201,BROWN, ALTE. AV.,1201,BOCA,COMUNA 4,1159,C1159ABE,-34.63546929,-58.35891431,,,,,
857,FUENTE,1,CEMENTO PATINADO,MOTIVO DECORATIVO,M.O.A.,INSTITUTO PASTEUR,INSTITUTO PASTEUR,DIAZ VELEZ AV. 4821,DIAZ VELEZ AV.,4821,CABALLITO,COMUNA 6,1405,C1405DCD,-34.60853016,-58.43499343,,,,,,,
861,ESTATUA Y BASE,1,SIMILPIEDRA Y MAMPOSTERIA,LA ESPERA,REYES, FRANCISCO,PLAZA GRAL JUAN M DE PUEYRREDON,PLAZA GRAL JUAN M DE PUEYRREDON,YERBAL 2450,YERBAL,2450,FLORES,COMUNA 7,1406,C1406GKD,-34.62795955,-58.46419499,,,,,,
862,ESTATUA,1,PIEDRA,CANCION,SUAREZ MARZAL, E.,PLAZA GRAL JUAN M DE PUEYRREDON,PLAZA GRAL JUAN M DE PUEYRREDON,YERBAL 2450,YERBAL,2450,FLORES,COMUNA 7,1406,C1406GKD,-34.62795955,-58.46419499,,,,,,
864,JARRON,1,CEMENTO PATINADO,MOTIVO DECORATIVO,M.O.A.,DIREC GRAL DE OBRAS PUBLICAS,DIREC GRAL DE OBRAS PUBLICAS,HUMBERTO 1° 1584,HUMBERTO 1°,1584,CONSTITUCION,COMUNA 1,1103,C1103ADF,-34.62139721,-58.38841724,,,,,,,
865,JARRON,1,CEMENTO PATINADO,MOTIVO DECORATIVO,M.O.A.,SEC DE CULTURA Y EDUCACION,SEC DE CULTURA Y EDUCACION,YRIGOYEN, HIPOLITO 2562,YRIGOYEN, HIPOLITO,2562,BALVANERA,COMUNA 3,1090,C1090ABB,-34.61110329,-58.40274743,,,,,
868,JARRON,1,CEMENTO PATINADO,MOTIVO DECORATIVO,M.O.A.,PZTA CRISOLOGO LARRALDE,PZTA CRISOLOGO LARRALDE,ROJAS Y YERBAL,ROJAS,,CABALLITO,COMUNA 6,,,-34.61928051,-58.44195943,,,,,,,
869,JARRON,1,CEMENTO PATINADO,MOTIVO DECORATIVO,M.O.A.,PARQUE DEL CENTENARIO,PARQUE DEL CENTENARIO,GALLARDO, ANGEL AV. Y RIO DE JANEIRO,GALLARDO, ANGEL AV.,,VILLA CRESPO,COMUNA 15,,,-34.60266947,-58.43333705,,,,,
871,JARRON,1,CEMENTO PATINADO,MOTIVO DECORATIVO,M.O.A.,PARQUE DEL CENTENARIO,PARQUE DEL CENTENARIO,GALLARDO, ANGEL AV. Y RIO DE JANEIRO,GALLARDO, ANGEL AV.,,VILLA CRESPO,COMUNA 15,,,-34.60266947,-58.43333705,,,,,
874,MONOLITO,1,GRANITO,SUSTENTACIION DE PLACAS,M.O.A.,PARQUE BALNEARIO SUR,PARQUE BALNEARIO SUR,PAZ, GRAL. AV. 16802,PAZ, GRAL. AV.,16802,VILLA RIACHUELO,COMUNA 8,1439,C1439HNO,-34.69801445,-58.46981073,,,,,
875,PLACA,1,BRONCE,HJE. AL GRL. J.M. DE PUEYRREDON,,PLAZA GRAL JUAN M DE PUEYRREDON,PLAZA GRAL JUAN M DE PUEYRREDON,YERBAL 2450,YERBAL,2450,FLORES,COMUNA 7,1406,C1406GKD,-34.62795955,-58.46419499,,,,,,,
879,BASE,1,MAMPOSTERIA,SUSTENTACION BUSTO A E.CARRIEGO,M.O.A.,PARQUE DE LOS PATRICIOS,PARQUE DE LOS PATRICIOS,CASEROS AV. Y MONTEAGUDO,CASEROS AV.,,PARQUE PATRICIOS,COMUNA 4,,,-34.63711738,-58.40561079,,,,,,,
880,BASE,1,MARMOL Y MAMPOSTERIA,SUSTENTACION OBRA 1813,M.O.A.,PZTA MORAZAN,PZTA MORAZAN,ARCOS Y ARREDONDO, VIRREY,ARCOS,,BELGRANO,COMUNA 13,,,-34.56546934,-58.44947263,,,,,,
881,BASE,1,MAMPOSTERIA,SUSTENTACION OBRA 1795,M.O.A.,JARDIN DE LOS POETAS,JARDIN DE LOS POETAS,ISABEL, INFANTA AV. 900,ISABEL, INFANTA AV.,900,PALERMO,COMUNA 14,1425,C1425CHA,-34.5700668,-58.42048287,,,,,
882,BASE,1,MAMPOSTERIA,SUSTENTACION OBRA 1958,M.O.A.,CENTRO DE ACTIVIDADES HIPICAS,CENTRO DE ACTIVIDADES HIPICAS,,,,,,,,,,,,,,,,
883,BASE,1,MAMPOSTERIA,SUSTENTACION OBRA 2325,M.O.A.,JARDIN DE LOS POETAS,JARDIN DE LOS POETAS,ISABEL, INFANTA AV. 900,ISABEL, INFANTA AV.,900,PALERMO,COMUNA 14,1425,C1425CHA,-34.5700668,-58.42048287,,,,,
885,BASE (MASTIL 606),1,MAMPOSTERIA,MOTIVO DECORATIVO,M.O.A.,VIEYTES Y OLAVARRIA,VIEYTES Y OLAVARRIA,VIEYTES Y OLAVARRIA,VIEYTES,,BARRACAS,COMUNA 4,,,-34.64294952,-58.37941619,,,,,,,
887,BUSTO,1,CEMENTO PATINADO,GRL. JOSE DE SAN MARTINN,M.O.A.,PARQUE DE LOS PATRICIOS,PARQUE DE LOS PATRICIOS,CASEROS AV. Y MONTEAGUDO,CASEROS AV.,,PARQUE PATRICIOS,COMUNA 4,,,-34.63711738,-58.40561079,,,,,,,
888,BUSTO,1,CEMENTO PATINADO,BRIG.GENERAL CORNELIO DE SAAVEDRA,M.O.A.,PARQUE DE LOS PATRICIOS,PARQUE DE LOS PATRICIOS,CASEROS AV. Y MONTEAGUDO,CASEROS AV.,,PARQUE PATRICIOS,COMUNA 4,,,-34.63711738,-58.40561079,,,,,,,
890,BUSTO,1,CEMENTO PATINADO,GRL. JOSE DE SAN MARTINN,M.O.A.,PARQUE CHACABUCO,PARQUE CHACABUCO,PERON, EVA AV. 1410,PERON, EVA AV.,1410,PARQUE CHACABUCO,COMUNA 7,1406,C1406HMP,-34.63290276,-58.44476252,,,,,
891,BUSTO,1,CEMENTO PATINADO,GRL. JOSE DE SAN MARTINN,M.O.A.,PARQUE CHACABUCO,PARQUE CHACABUCO,PERON, EVA AV. 1410,PERON, EVA AV.,1410,PARQUE CHACABUCO,COMUNA 7,1406,C1406HMP,-34.63290276,-58.44476252,,,,,
892,BUSTO,1,CEMENTO PATINADO,GRL. JOSE DE SAN MARTINN,M.O.A.,DIREC ASISTENCIA A LA COMUNIDAD,DIREC ASISTENCIA A LA COMUNIDAD,,,,,,,,,,,,,,,,
893,BUSTO,1,CEMENTO PATINADO,GENERAL JOSE DE SAN MARTINN,M.O.A.,DIRECCION DE LIMPIEZA (BELGRANO),DIRECCION DE LIMPIEZA (BELGRANO),,,,,,,,,,,,,,,,
894,BUSTO,1,CEMENTO PATINADO,GENERAL JOSE DE SAN MARTINN,M.O.A.,BARRIO GENERAL JOSE DE SAN MARTINN,BARRIO GENERAL JOSE DE SAN MARTINN,,,,,,,,,,,,,,,,
896,BUSTO,1,CEMENTO PATINADO,GENERAL JOSE DE SAN MARTINN,M.O.A.,ESTADIO DEPORTIVO TRES DE FEBRERO,ESTADIO DEPORTIVO TRES DE FEBRERO,,,,,,,,,,,,,,,,
897,BUSTO,1,CEMENTO PATINADO,GENERAL JOSE DE SAN MARTINN,M.O.A.,ESCUELA MUNICIPAL DE GOLF,ESCUELA MUNICIPAL DE GOLF,TORNQUIST, ERNESTO AV. 6397,TORNQUIST, ERNESTO AV.,6397,PALERMO,COMUNA 14,1426,C1426CDA,-34.55583192,-58.43546536,,,,,
898,BUSTO,1,CEMENTO PATINADO,GENERAL JOSE DE SAN MARTINN,M.O.A.,CENTRO DE ACTIVIDADES HIPICAS,CENTRO DE ACTIVIDADES HIPICAS,,,,,,,,,,,,,,,,
902,CENTRO DE FUENTE,1,CEMENTO PATINADO,MOTIVO DECORATIVO,M.O.A.,JARDIN BOTANICO,JARDIN BOTANICO,SANTA FE AV. 3951,SANTA FE AV.,3951,PALERMO,COMUNA 14,1425,C1425BHB,-34.58373108,-58.41788399,,,,,,,
903,CENTRO DE FUENTE,1,CEMENTO PATINADO,MOTIVO DECORATIVO,M.O.A.,PZTA BRIGADIER TOMAS DE IRIARTE,PZTA BRIGADIER TOMAS DE IRIARTE,PUEYRREDON AV. Y DEL LIBERTADOR AV.,PUEYRREDON AV.,,RECOLETA,COMUNA 2,,,-34.58475338,-58.39172485,,,,,,,
904,CENTRO DE FUENTE,1,CEMENTO PATINADO,MOTIVO DECORATIVO,M.O.A.,PZTA CARLOS PELLEGRINI,PZTA CARLOS PELLEGRINI,ALVEAR AV. 1350,ALVEAR AV.,1350,RETIRO,COMUNA 1,1014,C1014AAN,-34.59167892,-58.38310936,,,,,,,
905,FUENTE,1,MAMPOSTERIA,MOTIVO DECORATIVO,M.O.A.,HOSPITAL MUNICIPAL RAWSON,HOSPITAL MUNICIPAL RAWSON,ALCORTA, AMANCIO AV. 1502,ALCORTA, AMANCIO AV.,1502,BARRACAS,COMUNA 4,1283,C1283AAO,-34.63464909,-58.38466646,,,,,
906,FUENTE,1,CEMENTO PATINADO,MOTIVO DECORATIVO,M.O.A.,BIBLIOTECA MANUEL GALVEZ,BIBLIOTECA MANUEL GALVEZ,CORDOBA AV. 1558,CORDOBA AV.,1558,SAN NICOLAS,COMUNA 1,1055,C1055AAS,-34.59948772,-58.38913744,,,,,,,
907,FUENTE,1,CEMENTO PATINADO,MOTIVO DECORATIVO,M.O.A.,PZTA REGIMIENTO 1 DE PATRICIOS,PZTA REGIMIENTO 1 DE PATRICIOS,SANTA FE AV. 4815,SANTA FE AV.,4815,PALERMO,COMUNA 14,1425,C1425BHK,-34.57722853,-58.42860424,,,,,,,
908,FUENTE,1,MAMPOSTERIA,MOTIVO DECORATIVO,M.O.A.,PZTA BRIGADIER TOMAS DE IRIARTE,PZTA BRIGADIER TOMAS DE IRIARTE,PETTORUTI, EMILIO (NO OFICIAL) Y DEL LIBERTADOR AV.,PETTORUTI, EMILIO (NO OFICIAL),,RECOLETA,COMUNA 2,,,-34.58501769,-58.39000083,,,,,
910,PLACA,1,BRONCE,HJE. A LOS PEREGRINOS A LUJAN,,PLAZA GRAL JUAN M DE PUEYRREDON,PLAZA GRAL JUAN M DE PUEYRREDON,YERBAL 2450,YERBAL,2450,FLORES,COMUNA 7,1406,C1406GKD,-34.62795955,-58.46419499,,,,,,,
911,FUENTE CIRCULAR,1,MAMPOSTERIA,MOTIVO DECORATIVO,M.O.A.,JARDIN BOTANICO,JARDIN BOTANICO,SANTA FE AV. 3951,SANTA FE AV.,3951,PALERMO,COMUNA 14,1425,C1425BHB,-34.58373108,-58.41788399,,,,,,,
915,JARRON,1,CEMENTO PATINADO,MOTIVO DECORATIVO,M.O.A.,BARRIO CATALINAS SUR,BARRIO CATALINAS SUR,NECOCHEA 650,NECOCHEA,650,BOCA,COMUNA 4,1158,C1158ACH,-34.62973346,-58.36193842,,,,,,,
916,JARRON,1,CEMENTO PATINADO,MOTIVO DECORATIVO,M.O.A.,BARRIO CATALINAS SUR,BARRIO CATALINAS SUR,NECOCHEA 650,NECOCHEA,650,BOCA,COMUNA 4,1158,C1158ACH,-34.62973346,-58.36193842,,,,,,,
917,JARRON,1,CEMENTO PATINADO,MOTIVO DECORATIVO,M.O.A.,BARRIO CATALINAS SUR,BARRIO CATALINAS SUR,NECOCHEA 650,NECOCHEA,650,BOCA,COMUNA 4,1158,C1158ACH,-34.62973346,-58.36193842,,,,,,,
920,JARRON,1,CEMENTO PATINADO,MOTIVO DECORATIVO,M.O.A.,PALACIO MUNICIPAL,PALACIO MUNICIPAL,BOLIVAR 1,BOLIVAR,1,MONSERRAT,COMUNA 1,1066,C1066AAA,-34.60820168,-58.37357335,,,,,,,
922,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE. A SAN JOSE DE FLORES,,PLAZA GRAL JUAN M DE PUEYRREDON,PLAZA GRAL JUAN M DE PUEYRREDON,YERBAL 2450,YERBAL,2450,FLORES,COMUNA 7,1406,C1406GKD,-34.62795955,-58.46419499,,,,,,,
925,JARRON,1,CEMENTO PATINADO,MOTIVO DECORATIVO,M.O.A.,AV DEL TEJAR Y MILLER,AV DEL TEJAR Y MILLER,,,,,,,,,,,,,,,,
926,JARRON,1,CEMENTO PATINADO,MOTIVO DECORATIVO,M.O.A.,PARQUE BALNEARIO NORTE,PARQUE BALNEARIO NORTE,CANTILO, INT. Y GUIRALDES, INT.,CANTILO, INT.,,BELGRANO,COMUNA 13,,,-34.54665135,-58.4408472,,,,
927,JARRON,1,CEMENTO PATINADO,MOTIVO DECORATIVO,M.O.A.,PARQUE GENERAL PAZ,PARQUE GENERAL PAZ,LARRALDE, CRISOLOGO AV. Y PAZ, GRAL. AV.,LARRALDE, CRISOLOGO AV.,,SAAVEDRA,COMUNA 12,,,-34.56926479,-58.50834609,,,,
928,JARRON,1,CEMENTO PATINADO,MOTIVO DECORATIVO,M.O.A.,PZTA CORONEL CZETZ,PZTA CORONEL CZETZ,NAON, ROMULO Y LARRALDE, CRISOLOGO AV.,NAON, ROMULO,,SAAVEDRA,COMUNA 12,,,-34.5563124,-58.48151391,,,,
931,JARRON,1,CEMENTO PATINADO,MOTIVO DECORATIVO,M.O.A.,ADMINISTRACION RIBERA NORTE,ADMINISTRACION RIBERA NORTE,,,,,,,,,,,,,,,,
932,JARRON,1,CEMENTO PATINADO,MOTIVO DECORATIVO,M.O.A.,PARQUE BALNEARIO NORTE,PARQUE BALNEARIO NORTE,CANTILO, INT. Y GUIRALDES, INT.,CANTILO, INT.,,BELGRANO,COMUNA 13,,,-34.54665135,-58.4408472,,,,
935,JARRON,1,CEMENTO PATINADO,MOTIVO DECORATIVO,M.O.A.,BARRIO GENERAL SAN MARTINN,BARRIO GENERAL SAN MARTINN,,,,,,,,,,,,,,,,
936,JARRON,1,CEMENTO PATINADO,MOTIVO DECORATIVO,M.O.A.,AV SAN ISIDRO, CORREA Y PICO,AV SAN ISIDRO, CORREA Y PICO,SAN ISIDRO LABRADOR AV. Y CORREA,SAN ISIDRO LABRADOR AV.,,SAAVEDRA,COMUNA 12,,,-34.54421764,-58.47340545,,,,,
938,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE. AL ARBOL DE LA AMISTAD,,PLAZA GRAL JUAN M DE PUEYRREDON,PLAZA GRAL JUAN M DE PUEYRREDON,YERBAL 2450,YERBAL,2450,FLORES,COMUNA 7,1406,C1406GKD,-34.62795955,-58.46419499,,,,,,,
939,JARRON,1,CEMENTO PATINADO,MOTIVO DECORATIVO,M.O.A.,PASEO REPUBLICA DE FILIPINAS,PASEO REPUBLICA DE FILIPINAS,DE LOS INCAS AV. Y FOREST AV.,DE LOS INCAS AV.,,COLEGIALES,COMUNA 13,,,-34.57510296,-58.46318821,,,,,,,
